"","Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
"19513",1999,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Uganda)","Uganda","Kilak","Purongo",2.56,31.79,636300,19990416,86,"GULU",32.33,2.75,"M"
"34943",2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Southern Kordofan","Dilling",12.05,29.64,627710,20080602,104.5,"EL OBEID",30.23,13.16,"H"
"9724",2001,"Violence against civilians","Rioters (DRC)","Civilians (DRC)","Democratic Republic of Congo","Ituri","Aru",2.86,30.85,636020,20010618,79.9,"ARUA",30.91,3.04,"M"
"4442",2002,"Battles","RCD: Rally for Congolese Democracy","RCD: Rally for Congolese Democracy (Goma)","Democratic Republic of Congo","Sud-Kivu","Uvira",-3.4,29.14,637260,20020403,74.3,"KABALE",29.98,-1.25,"M"
"31759",2005,"Violence against civilians","Military Forces of Nigeria (1999-2007)","Civilians (Nigeria)","Nigeria","Bayelsa State","Odioma",4.32,6.43,652500,20050219,95.9,"PORT HARCOURT",7.01,4.84,"H"
"24305",2000,"Battles","UNAMSIL (Sierra Leone)","RUF: Revolutionary United Front of Sierra Leone","Sierra Leone","Northern","Masinka",8.39,-13.03,618320,20000704,88.69,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"229",1998,"Violence against civilians","GIA: Armed Islamic Group of Algeria","Civilians (Algeria)","Algeria","Chlef","Tadjena",36.32,1.13,604250,19981206,58.09,"CHLEF",1.33,36.21,"C"
"28462",1997,"Riots","","UNITA: National Union for the Total Independence of Angola","Angola","Uige","Quimbele",-6.51,16.21,642100,19970909,92.09,"KINSHASA/NDJILI",15.43,-4.38,"H"
"17480",1998,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Bundibugyo District","Bundibugyo",0.74,30.04,636740,19980817,84.4,"KASESE",30.1,0.18,"M"
"9420",1997,"Battles","NPFL: National Patriotic Front Liberia","UP: Unity Party (Liberia)","Liberia","Montserrado","Monrovia",6.3,-10.8,618490,19970620,79.69,"NZEREKORE",-8.3,7.75,"C"
"4730",2002,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Manicaland","Mutasa",-18.75,32.63,678810,20020325,75,"RUSAPE",32.13,-18.53,"M"
"27778",2005,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Oyam","Ngai",2.47,32.5,636300,20050331,91.4,"GULU",32.33,2.75,"H"
"28815",2004,"Riots","Protesters (Kenya)","","Kenya","Coast Province","Mombasa",-4.05,39.66,638200,20040317,92.3,"MOMBASA",39.61,-4.03,"H"
"242",2005,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20050616,58.29,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"34645",2003,"Violence against civilians","Rioters (Gambia)","Civilians (Senegal)","Gambia","Banjul","Banjul",13.45,-16.57,616790,20030609,103.09,"KAOLACK",-16.06,14.13,"M"
"28372",2009,"Violence against civilians","Unidentified Armed Group (Chad)","Civilians  (Chad)","Chad","Ouaddai","Ade",12.66,21.89,647560,20090802,91.8,"ABECHE",20.85,13.85,"M"
"29527",2003,"Violence against civilians","Unidentified Armed Group (Burkina Faso)","Civilians (Ivory Coast)","Ivory Coast","Guezon","Guezon",7.08,-7.18,655600,20030523,93.19,"DALOA",-6.46,6.86,"M"
"12619",2006,"Battles","Unidentified Ethnic Militia (Kenya)","Unidentified Ethnic Militia (Kenya)","Kenya","Nyeri District","Mwichuiri in Kieni East",-0.44,37.65,637200,20060308,81.9,"EMBU",37.45,-0.5,"H"
"25706",2006,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FRPI: Front for Patriotic Resistance of Ituri","Democratic Republic of Congo","Orientale","Marabu",1.46,29.96,636740,20061006,89.59,"KASESE",30.1,0.18,"M"
"10577",2001,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","East Equatoria","Kapoeta",4.77,33.59,636300,20011122,80.59,"GULU",32.33,2.75,"C"
"21513",1997,"Violence against civilians","RUF: Revolutionary United Front of Sierra Leone","Civilians (Sierra Leone)","Sierra Leone","Southern","Kenema",8.22,-11.63,618560,19970507,86.9,"LUNGI",-13.19,8.61,"M"
"18044",2003,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Dzivaresekwa",-17.8,30.92,677750,20030104,84.9,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"17961",1997,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Bujumbura",-3.37,29.35,643900,19971027,84.9,"BUJUMBURA",29.31,-3.31,"M"
"33309",2010,"Battles","Nuer Ethnic Group","Dinka Ethnic Group (Sudan)","Sudan","West Bahr Al-Ghazal","Tonj",7.27,28.68,628800,20100524,98.59,"WAU",28.01,7.69,"M"
"5775",2000,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20000416,76.09,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"14930",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","UNITA: National Union for the Total Independence of Angola","Angola","Uige","Bembe",-7.01,14.3,642100,19991123,83.09,"KINSHASA/NDJILI",15.43,-4.38,"M"
"27568",2002,"Riots","Rioters (CAR)","Police Forces of Central African Republic (1993-2003)","Central African Republic","Bangui","Bangui",4.36,18.58,646500,20020107,91.4,"BANGUI",18.51,4.4,"M"
"17306",2009,"Violence against civilians","Unidentified armed actor (Egypt)","Civilians (Egypt)","Egypt","Al Qahirah","Cairo",30.04,31.25,623660,20090524,84.19,"CAIRO AIRPORT",31.39,30.1,"M"
"22612",1999,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Democratic Republic of Congo","Nord-Kivu","Beni",0.43,29.54,636740,19990704,87.8,"KASESE",30.1,0.18,"M"
"29105",2001,"Violence against civilians","Islamic Militia (Nigeria)","Civilians (Nigeria)","Nigeria","Kaduna State","Kaduna City",10.52,7.44,610910,20011201,92.69,"MAGARIA",8.93,12.98,"M"
"2296",1997,"Battles","Police Forces of Egypt","Al-Gama'a al-Islamiya","Egypt","Al Minya","El Ashmunein",27.77,30.8,623870,19970220,70.5,"MINYA",30.73,28.08,"C"
"26923",1998,"Battles","RUF: Revolutionary United Front of Sierra Leone","Kamajor Militia (Sierra Leone)","Sierra Leone","Eastern","Kailahun",8.28,-10.56,655280,19981008,90.69,"ODIENNE",-7.56,9.5,"M"
"32596",1998,"Violence against civilians","Unidentified Armed Group (Zambia)","Civilians (Zambia)","Zambia","Lusaka","Lusaka",-15.41,28.28,676650,19981105,97.5,"LUSAKA INTERNATIONA",28.45,-15.31,"H"
"30656",1998,"Violence against civilians","Unidentified Armed Group (Lesotho)","Civilians (South Africa)","South Africa","Eastern Cape Province","Eastern Cape Province",-32,26,687520,19980106,94.5,"BISHO",27.28,-32.9,"H"
"4219",2003,"Violence against civilians","Unidentified Ethnic Militia (Ethiopia)","Civilians (Kenya)","Ethiopia","Oromia","Anan in Moyale",3.53,39.04,636190,20031108,73.8,"MOYALE",39.04,3.58,"C"
"17724",2002,"Battles","FNL: National Forces for the Liberation of the Hutu People","Military Forces of Burundi (1996-2005)","Burundi","Gitega","Makebuko",-3.6,30,638010,20020908,84.59,"KIGOMA",29.66,-4.88,"M"
"348",1998,"Battles","Military Forces of Rwanda (1994-)","Hutu Rebels","Rwanda","Ruhengeri","Kigombe",-1.5,29.63,637260,19981006,60.79,"KABALE",29.98,-1.25,"C"
"2043",2005,"Riots","","Protesters (Ethiopia)","Ethiopia","Sidama","Awasa",7.05,38.46,634500,20051103,69.8,"ADDIS ABABA-BOLE",38.75,9.03,"M"
"34274",2010,"Riots","","Rioters (Ivory Coast)","Ivory Coast","Katiola","Katiola",9.65,-7.62,612960,20100202,101.3,"BOUGOUNI",-7.5,11.41,"H"
"9890",2001,"Riots","Protesters (Mozambique)","","Mozambique","Maputo","Maputo",-25.96,32.58,673410,20011006,80.09,"MAPUTO/MAVALANE",32.56,-25.91,"M"
"32977",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Pader District","Pajule",2.96,32.93,636120,20031031,98.19,"LODWAR",35.61,3.11,"M"
"14336",1997,"Battles","Unidentified Armed Group (Kenya)","Police Forces of Kenya (1978-2002)","Kenya","Coast Province","Mombasa",-4.05,39.66,638200,19970816,82.59,"MOMBASA",39.61,-4.03,"C"
"33254",2007,"Violence against civilians","Timaweyn sect follower","Civilians (Somalia)","Somalia","Nugaal","Garoowe",8.4,48.48,632100,20070523,98.59,"BOSASO",49.18,11.28,"M"
"32100",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","UNITA: National Union for the Total Independence of Angola","Angola","Cuando Cubango","Jamba",-17.5,22.66,680260,19990921,96.8,"SHAKAWE",21.85,-18.36,"H"
"8051",2010,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","Gauteng Province","Eersterus",-25.72,28.31,682620,20100109,78.59,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"18937",2001,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Mashonaland Central","Bindura",-17.29,31.33,677790,20011223,85.5,"MOUNT DARWIN",31.58,-16.78,"M"
"1056",2005,"Battles","Military Forces of Ethiopia (1991-)","OLF: Oromo Liberation Front","Ethiopia","Borana Zone","Borbor",9.73,36.98,634500,20050629,66.19,"ADDIS ABABA-BOLE",38.75,9.03,"C"
"18619",1999,"Battles","RCD: Rally for Congolese Democracy (Kisangani)","Military Forces of Zimbabwe (1980-)","Democratic Republic of Congo","Bandundu","Kabalo",-6.55,17.76,642220,19990211,85.3,"KIKWIT",18.79,-5.03,"M"
"5609",2007,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Hatfield",-17.68,31.1,677750,20070511,75.69,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"12821",2001,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","Western Cape Province","Cape Town",-33.92,18.42,688170,20011204,82,"CAPE TOWN-PORTNET",18.43,-33.9,"M"
"34956",2000,"Riots","Rioters (Nigeria)","Police Forces of Nigeria (1999-2007)","Nigeria","Kaduna State","Kaduna City",10.52,7.44,610800,20000512,104.69,"MARADI",7.08,13.46,"H"
"2477",2000,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Mabvuku",-17.85,31.18,677750,20000601,71.09,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"8587",2007,"Riots","Rioters (Kenya)","","Kenya","Nakuru District","Naukuru",-0.28,36.06,637140,20071230,78.8,"NAKURU",36.09,-0.26,"M"
"18875",2008,"Riots","Protesters (Sri Lanka)","","South Africa","Gauteng Province","Pretoria",-25.74,28.18,682620,20080205,85.3,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"22335",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","","Angola","Uige","Maquela do Zombo",-6.06,15.1,642100,19990325,87.4,"KINSHASA/NDJILI",15.43,-4.38,"M"
"1267",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Mashonaland East","Goromonzi",-17.85,31.38,677750,20080715,67.09,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"13650",2003,"Battles","Lendu Ethnic Militia (DRC)","UPC: Union of Congolese Patriots","Democratic Republic of Congo","Ituri","Bunia",1.56,30.25,636740,20030316,82.4,"KASESE",30.1,0.18,"M"
"22727",2000,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Ruyigi","Nyabitare",-3.45,30.49,637560,20000915,87.8,"MWANZA",32.91,-2.46,"H"
"25199",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","RCD: Rally for Congolese Democracy (Goma)","Democratic Republic of Congo","Equateur","Libanda",3.53,18.73,646500,19991125,89.59,"BANGUI",18.51,4.4,"M"
"13275",2000,"Riots","Protesters (Egypt)","Police Forces of Egypt","Egypt","Al Qahirah","Cairo",30.04,31.25,623660,20001013,82.4,"CAIRO AIRPORT",31.39,30.1,"M"
"4282",2005,"Riots","Civilians (Egypt)","","Egypt","Ash Sharqiyah","Zagazig",30.59,31.51,623660,20051207,73.9,"CAIRO AIRPORT",31.39,30.1,"M"
"2164",2008,"Battles","CMPD/CNDP: National Congress for the Defense of the People","Military Forces of Democratic Republic of Congo (2003-)","Democratic Republic of Congo","Nord-Kivu","Rutshuru",-1.18,29.44,637260,20081007,69.8,"KABALE",29.98,-1.25,"M"
"24140",2005,"Violence against civilians","Civilians (Burundi)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Kirundo","Gihosha",-2.6,30.13,643870,20050311,88.5,"KIGALI INTL",30.13,-1.96,"H"
"30863",1998,"Battles","Nzakara Ethnic Militia","Mutiny of Military Forces of Central African Republic (1993-2003)","Central African Republic","Mbomou","Rafai",4.96,23.93,646560,19981116,94.8,"BANGASSOU",22.83,4.73,"H"
"20861",2005,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Mashonaland Central","Bindura",-17.29,31.32,677790,20050318,86.19,"MOUNT DARWIN",31.58,-16.78,"M"
"8832",1998,"Violence against civilians","Civilians (Kenya)","Rioters (Kenya)","Kenya","Nairobi District","Univerisity of Nairobi",-1.27,36.82,637420,19980323,79,"WILSON",36.81,-1.31,"M"
"20166",2004,"Violence against civilians","Interahamwe","Civilians (DRC)","Democratic Republic of Congo","Sud-Kivu","Uvira",-3.4,29.14,643900,20040327,86,"BUJUMBURA",29.31,-3.31,"M"
"9092",2007,"Riots","Rioters (South Africa)","Civilians (South Africa)","South Africa","Gauteng Province","Mamelodi",-25.7,28.34,682620,20070520,79.19,"PRETORIA-EENDRACHT",28.18,-25.73,"M"
"7985",2006,"Violence against civilians","Police Forces of Egypt","The Society of Muslim Brothers","Egypt","Asyut","Assiut",27.33,30.83,623930,20060416,78.4,"ASYUT",31.01,27.04,"M"
"34771",2002,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020329,103.8,"MALKAL",31.64,9.55,"H"
"13040",1997,"Battles","KANU: Kenya African National Union","NDPK: National Democratic Party of Kenya","Kenya","Kisumu District","Kisumu",-0.1,34.75,637080,19971227,82.4,"KISUMU",34.75,-0.1,"M"
"5290",2009,"Riots","Protesters (South Africa)","","South Africa","Gauteng Province","Johannesburg",-26.2,28.04,682672,20090417,75.19,"JOHANNESBURG B/G",28,-26.14,"M"
"7087",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bubanza","Muzinda",-3.24,29.43,643870,20011005,77.4,"KIGALI INTL",30.13,-1.96,"C"
"1736",2001,"Violence against civilians","MDC: Movement for Democratic Change Militia","Civilians (Zimbabwe)","Zimbabwe","Matabeleland North","Nkayi",-19,28.89,678610,20010620,68.9,"GOKWE",28.93,-18.21,"C"
"1182",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Dzivaresekwa",-17.8,30.92,677750,20080613,66.69,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"10545",2001,"Violence against civilians","Mayi-Mayi Militia","Civilians (Burundi)","Burundi","Bururi","Rumonge",-3.97,29.43,643870,20010808,80.59,"KIGALI INTL",30.13,-1.96,"M"
"1002",2001,"Riots","Protesters (Algeria)","Police Forces of Algeria (1999-)","Algeria","Tizi Ouzou","Tizi Ouzou",36.71,4.04,603900,20010502,66.19,"DAR-EL-BEIDA",3.21,36.68,"M"
"2634",1999,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Bundibugyo District","Kityo",0.74,30.04,637020,19990211,71.59,"MBARARA",30.64,-0.61,"C"
"30165",2005,"Battles","Ogaden clan militia","","Somalia","Gedo","Dhasheeg",3.18,42.29,636240,20050601,93.9,"MANDERA",41.86,3.93,"M"
"16219",1999,"Battles","Maasai Ethnic Militia (Kenya)","Kipsigi Ethnic Militia (Kenya)","Kenya","Narok District","Olololunga",-1,35.66,637370,19990213,84.19,"NAROK",35.83,-1.13,"H"
"10734",2003,"Battles","Lendu Ethnic Militia (DRC)","UPC: Union of Congolese Patriots","Democratic Republic of Congo","Ituri","Bunia",1.56,30.25,637050,20030123,80.59,"ENTEBBE AIRPORT",32.45,0.05,"M"
"12131",2001,"Battles","Unidentified Armed Group (Nigeria)","Police Forces of Nigeria (1999-2007)","Nigeria","Ogun State","Ifo",6.81,3.2,652010,20010730,81.5,"LAGOS/IKEJA",3.33,6.58,"C"
"29166",2008,"Riots","Protesters (Zimbabwe)","","Zimbabwe","Manicaland","Mutare",-18.96,32.66,672950,20081111,92.69,"CHIMOIO",33.46,-19.11,"H"
"16467",2001,"Battles","Mutiny of Military Forces of Central African Republic (1993-2003)","FACA: Military Forces of Central African Republic (1993-2003)","Central African Republic","Bangui","Bangui",4.36,18.58,646500,20010602,84.19,"BANGUI",18.51,4.4,"C"
"9154",1999,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Bundibugyo District","Semliki National Park",0.81,30.06,637020,19991222,79.3,"MBARARA",30.64,-0.61,"M"
"18634",1999,"Battles","Military Forces of Guinea (1984-2008)","Unidentified Armed Group (Liberia)","Guinea","Nzerekore","Diomadou",9.17,-10.18,612960,19990911,85.3,"BOUGOUNI",-7.5,11.41,"C"
"21334",1997,"Battles","Military Forces of Sierra Leone (1996-1997)","RUF: Revolutionary United Front of Sierra Leone","Sierra Leone","Northern","Kalangba",8.81,-13.15,618560,19970511,86.69,"LUNGI",-13.19,8.61,"M"
"5231",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Mashonaland East","Mudzi",-17.13,32.66,677810,20080517,75.19,"MUTOKO",32.21,-17.41,"M"
"17271",2009,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20090203,84.19,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"12339",1998,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Democratic Republic of Congo","Sud-Kivu","Ntabi",-1.67,29.22,643870,19980626,81.69,"KIGALI INTL",30.13,-1.96,"M"
"32005",2005,"Battles","Marehan clan militia","","Somalia","Gedo","El Wak",2.73,41.01,636710,20050418,96.4,"WAJIR",40.06,1.75,"M"
"6686",2007,"Battles","Unidentified Armed Group (Nigeria)","Military Forces of Nigeria (1999-2007)","Nigeria","Delta State","Niger Delta",5.32,6.47,648100,20070902,77,"MALABO",8.76,3.75,"C"
"20217",2004,"Violence against civilians","Fulani Ethnic Militia (Nigeria)","Civilians (Nigeria)","Nigeria","Plateau State","Jenkur",9.91,8.89,651340,20041110,86,"JOS",8.89,9.86,"M"
"10952",2006,"Battles","Military Forces of Democratic Republic of Congo (2003-)","Mayi-Mayi Militia","Democratic Republic of Congo","Sud-Kivu","Lulingu",-2.33,27.6,643900,20060128,80.59,"BUJUMBURA",29.31,-3.31,"M"
"14284",2009,"Violence against civilians","Unidentified Armed Group (DRC)","Civilians (DRC)","Democratic Republic of Congo","Nord-Kivu","Beni",0.43,29.54,636740,20091027,82.4,"KASESE",30.1,0.18,"M"
"6197",2003,"Battles","Unidentified Ethnic Militia (Uganda)","Police Forces of Kenya (2002-)","Kenya","Trans Nzoia District","Chepchoina",1.18,34.79,636610,20030517,76.8,"KITALE",35,1.01,"M"
"24158",2007,"Violence against civilians","Unidentified Armed Group (Somalia)","Civilians (Somalia)","Somalia","Gedo","Baardheere",2.33,42.28,636710,20070627,88.5,"WAJIR",40.06,1.75,"C"
"14225",2009,"Battles","Unidentified Armed Group (Somalia)","Military Forces of Somaliland","Somalia","Togdheer","Buuhoodle",8.25,46.33,631600,20090301,82.4,"BERBERA",45.01,10.41,"C"
"13769",2004,"Battles","Military Forces of Burundi (1996-2005)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Bujumbura",-3.37,29.35,643900,20040604,82.4,"BUJUMBURA",29.31,-3.31,"M"
"28110",2010,"Battles","Protesters (Kenya)","Police Forces of Kenya (2002-)","Kenya","Coast Province","Mombasa",-4.05,39.66,638200,20100323,91.4,"MOMBASA",39.61,-4.03,"H"
